Name,16_Avenue_Tiled_Steps,California_Academy_of_Sciences,Alcatraz_Island,Cable_Cars,Exploratorium,or5-Golden_Gate_Bridge,Golden_Gate_Park,Lands_End,Oracle_Park,Palace_of_Fine_Arts_Theatre,Twin_Peaks,Walt_Disney_Family_Museum,Ferry_Building_Marketplace,Lombard_Street,San_Francisco_Museum_of_Modern_Art_SFMOMA,Coit_Tower,Legion_of_Honor,San_Francisco_Bay,Pier_39,or1395-Museum_of_Ice_Cream,San_Francisco_Botanical_Garden,De_Young_Museum,Cable_Car_Museum,Presidio_of_San_Francisco,Baker_Beach,Angel_Island_State_Park,Mission_Dolores_Park,Fisherman_s_Wharf,Japanese_Tea_Garden,Ghirardelli_Square,Chinatown,Union_Square,Painted_Ladies,Haight_Ashbury
parismoncoeur,,,,,50,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,,
cynthiarX6259KV,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kristinaamateur,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wizard60,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J8769IRbrianb,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrettL255,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
georgiab613,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
dianea211,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpu2015,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425barbrab,,,,,50,,50,,50,,,,,,,,,,,,,,50,,,,,,,,50,,,
cvboo,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chau_clement,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,
sandy7072016,,,,,50,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
steverR2157ZV,,,,,40,,,,50,,,,50,,,,,50,,,,,,,,,,,,,,,,
I110WBrobg,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp285,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
KPATauranga,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289nathana,,,,,40,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougquon,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adriochoa,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
traceyrn,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FabioAlberto,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlyssaJ729,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boomdoc787yahoo,,,,,50,,,,50,,,,,,,50,,,,,,,,50,,,,,,,,,,
HighClub,,,,,40,,50,40,,,,,40,,,,,,,,,,,,,,,,,,,,,
samir46,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alig016,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happytravellerabc,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabioborsoi,,,,,50,,,,,,,,,,,50,,,,,,,,,,50,,,,,,,,
Ellajacinta02,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL_Embarcadero,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitcher84,,,,,50,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
498stevenc,,,,,50,,,,,50,,,,,50,,,50,,,,,,50,50,50,,,,,50,,,
clarela2014,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robotmuppet,,,,,50,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,
juliamiller2017,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550MM550,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechikt,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shamz30,,,,,40,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
Smileydoll,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mackanna,,,,,50,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,
jayh88,,,,,40,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
tarasm109,,,,,40,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
Curly,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffTraveler2000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec0adventurer,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACILYNN74,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
teamBCtravellers,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pennell,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken0739,,,,,50,,,,,,,,,,,40,50,,,,,40,,,,,,,,,,,,
MandyZ_12,,,,,50,,,,,,40,,,,,,,,,,,,40,,,,,,,,,,,
golden123ale,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84DeborahL,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhabrasahab,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328Myrtis,,,,,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
123Nutmeg123,,,,,50,,,,,,,,,,50,,50,,,,,50,,,,,,,,,,,,
kareng395,,,,,50,,,,50,,,40,,,,,,,,,,,,,,50,,,,,,,,
irishseed,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheelchair-Trvlr,,,,,50,,,,,,,,,,30,,,,,,50,,50,50,,,,,50,,50,,,
rond446,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595pankajr,,,,,40,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
jiimiin,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KikiMartin,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samdsamd,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaynic,,,,,50,,,,,,,,,,50,50,,,,,,,,,,,50,,,,,,,
WanderingLama,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
S4S,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3336HD,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WildWildeWorld,,,,,30,,,,,,,,,,,,,,,,40,,,,,,,,50,,,,,
csw5,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnSG911,,,,,50,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,
juanita_v,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piedirosso,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9685OWkathyr,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuweb-com,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jyerson2113,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
ccorpuel,,,,,50,,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,
pescas,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katfish219,,,,,50,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
651rhysd,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LouiseJS4,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sally6,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgdulce,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobo418,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TheTravelBuds,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbon2ur,,,,,50,,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,
K-at-large,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve55331,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeLeen,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangun23,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GardenerCook16,,,,,50,,,,,,,,,,,,,,,,,50,,,,,,,50,,,,,
634samanthaf,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrookeO72,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taralaf,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Tdhalldds,,,,,50,,,,50,50,50,,,,,50,50,,,,,50,,50,,,,,,,,,,
P0key_2013,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenny-Jetset,,,,,50,,,,,,,,,,,,50,,,,,30,,,,,,,,,,,,
820irenat,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TalI276,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algebraic_traveler,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JenBarsotti,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9998XYanthonyb,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridgetemmerson,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creativebunny,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margaretw132,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danny_english_muffin,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDEYES,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YorkJavier,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomAtlanta,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206kerit,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
saleemrangoon,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFfromMT,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abar14,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacquelinesU2165UE,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela837,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christineTom85,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5936YClauram,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
matta122,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juliearion,,,,,50,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
am420jeep,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
Smith1984,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestCoastCalGal,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
351carlitosi,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
Schlepper1939,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
288lillig,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaamus,,,,,20,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
royfroi,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babydonutx,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353manuelas,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nancyfR2434GY,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db1985,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewels22658,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip144,,,,,40,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
LucyBealeP,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanielleM278,,,,,50,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
ken33803,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlyingBuffs,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LisaandRod93013,,,,,40,,,,,,,,,,,,50,50,,,,,,,,,,,50,,,,,
DanielaW661,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesH9138,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jph1115,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833_ygimantass,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draxanoula,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jntyler88,,,,,30,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
DarylC688,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShelleyG33,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moms_Rule,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wowforthehome,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSM42,,,,,50,,,,,,,,,,,40,,,,,,30,,,,,,,,,,,,
HelenS624,,,,,50,,,,50,,,,,,,,,,,,,,,,,,40,,,40,,40,,
J3rr1ca,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NancyP771,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MuseOnRage,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bethb370,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634stacyr,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swansfromBoston,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123netanelc,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaurenS582,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13betty,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nooshan2016,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BananaramaBananarama,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55JDmarym,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9266IFjillc,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michaelmG6157EQ,,,,,50,,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,
ChistaN,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
dmw12015,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20quirinw,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTgirl77,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
rundalel,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlexanderE436,,,,,50,,,,,50,,,,,,50,,,,,,,50,,,,,,,,,,,
eduardocali,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sojourner68,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,30
sam268,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSED1211,,,,,50,,,,,,,,,,,,,,,,,20,,,,,,,,40,,,,
Ryan_Atkinson,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raymondj766,,,,,50,,,,,30,,,,,,,,,,,,,50,,,,,,,,,,,
Cooloff2012,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadedbyidiocy,,,,,40,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
danielos2,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yeco1,,,,,50,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
H40CVbillc,,,,,50,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
Hippocampus12,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
anniquel,,,,,50,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,
laran175,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaliforniaCruizen,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kshepherd2013,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john_guenther,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533TomS,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KateH249,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RabbiWendy,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carolyns182,,,,,40,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
dancA6133GX,,,,,50,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
nickd196,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traveljec,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbarry3,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SarahP_201012,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U8335PTalexanderm,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9nica,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gracenote07,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strawberries1,,,,,40,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
PEdinburgh,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
georgiosb854,,,,,50,,,50,,,40,,,,,,,,,,,,40,,,,,,,,,,,
G5543GHjasonh,,,,,50,,,,50,,,50,,,,,,50,,,,,,,,,,,,50,,,40,
ElBirdos,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
281suzyp,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMFUNSEEKERS,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902sc,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StuartL141,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrDolittle1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1785HFlindab,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KootenayBliss,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearcey67,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASFlavio,,,,,50,,,,,50,,,,,,,,50,,,,,,,,,,,,,,50,50,
mfragozo,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willsZ7742WI,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twalls1121,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jessicasuzuki,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reviewythereviewer,,,,,50,,,50,,,,,,,,,,50,,,,,50,50,50,,,,,,,,,
OliverTwistInFL,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632jos_s,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edds04,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818Norvik,,,,,30,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
zellis00,,,,,40,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,
kathymI8196XA,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RichardEssexUK,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lacb737,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ron557,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ken8572,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel11Bug,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chanyu1,,,,,50,,,,,20,,,,,,,,50,40,,,,,,,,,,,,,,,
deborahsG967FY,,,,,50,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
familytimefun,,,,,40,,,,,50,,,,,,,,40,,,,,,,,,,,,,,,,
BrotherBoggs,,,,,50,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,,
SanFranciscoPrincess,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
RyD35,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elliechrisnavarro,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JackN166,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NobuCT,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcos15,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dakota726,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktjmitchell,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grover789,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
susanbW60KX,,,,,40,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
701astrok,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaronc979,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherriebeaver,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RichardD3606,,,,,50,,,50,,50,50,,,,,50,50,50,,,,,,50,,,,,,,,,,
Travelingaroundtheus,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ninat727,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markmd,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navigate00230422899,,,,,40,,,,,,30,30,,,,,40,50,,,,50,30,30,,30,30,,30,,,,40,40
SeanM409,,,,,40,,,,,,,,,,,,,50,,,,,,,20,,,,,,,,,
DianeF939,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamesstephens24,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanH2030,,,,,50,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
I7669NRdavids,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sams6516,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radles,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katealoni,,,,,30,,,,,,50,,,,,,,,,,,,,,,,,,50,30,,,,
47SLS,,,,,40,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
MarinaTravels1234,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romford,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayhawk17,,,,,50,,,50,,,,,,,,,,50,,,,,50,,,,,,,50,,,,
fernb_333,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
jsmith89890,,,,,50,,,,,,50,,,,,,,,,,,,30,,,,,,,,,,,
tripmom40,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuriousTraveller5678,,,,,50,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
SN019,,,,,50,,,,,50,50,,,,,,,,,,,,,,,,,,,50,,,,
JRSanchez,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
PricingGuy007,,,,,40,,,,,,,,,,50,,,,,,,,,,,40,,,,,,,,50
M9118TCrickb,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michelleo334,,,,,50,,,50,,,,40,,,,,,,,,,,40,,,,,,,50,,,,
resonating,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared80525,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreea_Cl,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waldhaus1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iyq-eda,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_P_the_one,,,,,50,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,
923markc,,,,,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
michaelmG9192HP,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgarrido13,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LunaJ,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559jab,,,,,50,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,
kvf1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judyb524,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheila270,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frwhiskey,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499maif,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alycias2013,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrie3324,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758shivs,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MojoLad,,,,,50,,,,,,,,,,,,40,,,,50,40,,,,,,,,,,,,
GeraldP1941,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ckcl3,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garybc,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikemO5012CL,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJkid,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLL72,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
TaraOakland,,,,,50,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
olgag49,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colleenk519,,,,,50,,,,,50,50,50,,,,50,,50,,,,,,,50,,,,50,,,,,
344theresah,,,,,40,,,,,,,,,,,,,30,,,,,,,,,,,,20,,20,,
cherylg619,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460erickap,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
kmtcupertino,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scee713,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oliveyouoliver,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gobanification,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arienne_Lake,,,,,40,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
358omerd,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicolee6791,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimB4581,,,,,10,,,,,,,,,,,50,,,,,,,,,,,,,40,,,,,
mads121187,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mabusalah,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154stans,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catherinebZ758AP,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sandraw986,,,,,50,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
anamita,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saar_teboul,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
836anneliesb,,,,,50,,,,,,,,,,,50,,,,,,,50,,,,,,,,,,,
