User_Name,"Dragon Beaux, San Francisco","Seven Hills, San Francisco","Acquerello, San Francisco","Betty Lou's Seafood and Grill, San Francisco","Sweet Maple, San Francisco","Ristorante Franchino, San Francisco","Harborview Restaurant & Bar, San Francisco","Nob Hill Cafe, San Francisco","Piccolo Forno, San Francisco","Lapisara Eatery, San Francisco","Coqueta, San Francisco","Anchor Oyster Bar & Seafood Market, San Francisco","ALX by Alexander's Steakhouse, San Francisco","Hollywood Cafe, San Francisco","Off the Grid: Fort Mason Center, San Francisco","Pacific Catch, San Francisco","Mersea Restaurant, San Francisco","Quince, San Francisco","The Grotto, San Francisco","Hog Island Oyster Company, San Francisco","Boulevard, San Francisco","Chapeau!, San Francisco","The House, San Francisco","Delancey Street Restaurant, San Francisco",SPIN San Francisco,"Chez Maman, San Francisco","Mo's Grill, San Francisco","Burma Superstar Restaurant, San Francisco","L'ardoise Bistro, San Francisco","La Ciccia, San Francisco","New Thai Elephant, San Francisco","E Tutto Qua, San Francisco","Pacific Cafe, San Francisco","Kokkari Estiatorio, San Francisco","Eight Am, San Francisco","Jeanne D'Arc Restaurant, San Francisco","Pier Market Seafood Restaurant, San Francisco"
Section209,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senorak,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billbB213WR,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cricket1994,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkmiami,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC1989,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe R,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TravelQueen251,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin W,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Stan239,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molly B,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6034VDlisab,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269ericd,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
Lillian H,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
351toddb,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
dlg6422,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiklasA_12,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVE_and_ADRIENNE,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMemphis_13,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeverlyF637,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeverlyF637,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taffioso,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suziemusic,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary-KathrynB7,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregredi,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mclanee2015,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEESHIRTSUNTAN,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j0die66,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caliban555,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheleAshton,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macy S,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mae4545,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jn1952,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sarm78,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathy H,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aztravelgrl,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
andy_d_c123,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jill C,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoGetalife,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tbkberg,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dee2112,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jen m,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0
Rita I,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaCoach61,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence B,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LionsGirl,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilikehomebest,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhona B,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie H,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFAtlanta,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chikofthesea,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lihit,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StChasPartyOf4,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam B,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anncapny,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belindatp,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrashimasse,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diane m m,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899kelleyn,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeraldH188,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarbaraH404,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosco263,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JanelleClemons,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lizziefin,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otisokansascity,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeorgiaToast,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Larry B,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nix T,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhva,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellaMBJ,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoraC0808,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapper909,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynsey100,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saolsen11,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CosimoChiara,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tally11111,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bamajewels,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoyM1966,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILFamily_of_Five,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svensky,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae7924,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuperNickLondon,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amoomba,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georg M,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leetaylor89,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jkwilson84,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watraveler,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mobashirm,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faizi01,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2317ZXpeterc,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johasadaka,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew W,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,,,,,
DANIEL L,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TravelinDan33,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travellingwscissors,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dave289,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarmerWife93,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPres,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZoeB506,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mstottenham,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dogsdinner237,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montecito2014,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnicho2,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veronicamw2015,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alan2303,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markab75,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris s,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdviceTaker,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmuelb2014,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pbgayte,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globetrotter_ap,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beachhut45,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcrisp2,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
bcrisp2,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Ktotravel,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoGo323,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinjjc,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
kristat763,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scottd977,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nick203ct,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoldenMole2000,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolyn C,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sixseto,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,4.0,,,
ilovescones,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MrChipAdviser,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debtct,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscuitandcookie,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura P,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
Nelson T,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian3962,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lovetravel282015,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yinfish,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracy C,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worldfamousjeff,,,,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
JoAnn B,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,
Von84,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlorenceWNYC,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry R,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie B,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oldschool57,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812aaron,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell R,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiveToTravel1329,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michele21061,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755marm,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWS46,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iain A,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EME2006,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ychick11,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d828,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StuartGirl4life,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extrememomma,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
MOBX,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3915XXkevinm,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThWhite,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degraves2003,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lennybig,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135jackic,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TucksBath,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim and Hilda B,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FoodieSnooty,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
hernia,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lbrady2016,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comppack,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channapetro,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thumper96,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NancyLope,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul C,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0
BSWTRAVELS10,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
BSWTRAVELS10,,,,,,,,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Urbane_Biz_Traveler,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcardno,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markw_bd,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ck g,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhhomebody,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marja_marja_marja,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeopleSoft11,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert S,,,,,,,,5.0,,,,5.0,,,,,,5.0,,,5.0,,3.0,,,,,,,,,,,5.0,,4.0,
RobCurl,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BebopCowboyForever,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamesmorton,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH0808,,,,,,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
PHM12,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolyn M,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEC15_12,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_Brent71,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AliGreen,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillsFan25,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sancho_Hobo_Horse,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lizzymizzy,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpainMart2009,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hutton R,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB45,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
melmmurphy,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxpr1,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon G,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,
IrishCueTravel,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foxhill34,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderwood,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb323,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MelB_1384,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
islandgirl2004,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirsteen M,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staceofspades,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrialVersion,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarrylL828,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80DennisM,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pheephox,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haverfordgranny,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer C,,,,,,,,4.0,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,5.0,,,
Jennifer C,,,,,,,,4.0,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,5.0,,,
amberley217,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canafornian,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jastoharb,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rummerfield,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Abby A,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303iainb,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel_Meister2,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anita S,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Amy G,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Tanya L,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michellejeffrob,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light_my_fire5,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGKelly,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin501,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
BethV556,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeero71,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terps52,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terri S,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1foodieontherun,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustusIndiana23,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy35,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMueller_11,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soggitt,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZI777,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuzanneBColorado,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike E,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Bawters,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ken649,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigdis P,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funfeetgal,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdhenson82,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LennyandLori,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian M,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papagator,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebeccah D,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742artf,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margiek77,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benoit M,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SABKRB,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharfieldPTC,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_EWells_12,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan K,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,,,,,,5.0,,,,,,,
Tmurrayis,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etta B,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lillian_6648,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry T,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenn10,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phdedieu,,,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
AnnaV_4,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JudieM706,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AuroraBucks,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhuzhuboyer,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dlr03,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamesnM706AS,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James T,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Jensoid,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RolfSinger,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam E,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberly T,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty_Kauper,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SacAnnie,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SacAnnie,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SacAnnie,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295SD,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadie280,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou J,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robsmith24,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombersefc,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gus1959,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
Swifty5,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shirlee P,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LewisGourmet,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436carolyns,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
